compound,modifier,head,frequency_class
Kundenseite,Kunde,Seite,20.0
Kreditforderung,Kredit,Forderung,20.0
Feldkreuz,Feld,Kreuz,20.0
Hauptkundgebung,haupt,Kundgebung,20.0
Grundüberlegung,grund,Überlegung,20.0
Krankheitspause,Krankheit,Pause,20.0
Menschengeschichte,Mensch,Geschichte,20.0
Vermittlungsgeschäft,Vermittlung,Geschäft,20.0
Konzertsänger,Konzert,Sänger,20.0
Wassergarten,Wasser,Garten,20.0
Massivbau,massiv,Bau,20.0
Landesvorstandssitzung,Landesvorstand,Sitzung,20.0
Gerichtspraxis,Gericht,Praxis,20.0
Windunterstützung,Wind,Unterstützung,20.0
Grundumsatz,grund,Umsatz,20.0
Kundenschicht,Kunde,Schicht,20.0
Menschenrechtsbeobachter,Menschenrecht,Beobachter,20.0
Männerfußball,Mann,Fußball,20.0
Kundenschwund,Kunde,Schwund,20.0
Massivhaus,massiv,Haus,20.0
Gründungskapital,Gründung,Kapital,20.0
Orgelfestival,Orgel,Festival,20.0
Gründungsdokument,Gründung,Dokument,20.0
Neuropsychologe,neuro,Psychologe,20.0
Organisationsbereich,Organisation,Bereich,20.0
Organisationsberatung,Organisation,Beratung,20.0
Kreditengagement,Kredit,Engagement,20.0
Heimaterde,Heimat,Erde,20.0
Kundenpflege,Kunde,Pflege,20.0
Neurophysiologie,neuro,Physiologie,20.0
Neuropsychologie,neuro,Psychologie,20.0
Hirnwindung,Hirn,Windung,20.0
Verwandlungskunst,Verwandlung,Kunst,20.0
Landesverkehrsminister,Land,Verkehrsminister,20.0
Landeswahlgesetz,Land,Wahlgesetz,20.0
Massenunterkunft,Masse,Unterkunft,20.0
Firmenzugehörigkeit,Firma,Zugehörigkeit,20.0
Grundtyp,grund,Typ,20.0
Kundenstruktur,Kunde,Struktur,20.0
Hartweizen,hart,Weizen,20.0
Gründungsgeschichte,Gründung,Geschichte,20.0
Feinstaubwert,Feinstaub,Wert,20.0
Menschenrechtsbericht,Menschenrecht,Bericht,20.0
Hexentanzplatz,Hexe,Tanzplatz,20.0
Kundenprofil,Kunde,Profil,20.0
Fischkunde,Fisch,Kunde,20.0
Kuhherde,Kuh,Herde,20.0
Hirschfänger,Hirsch,Fänger,20.0
Handwerksmuseum,Handwerk,Museum,20.0
Menschenrechtsbewegung,Menschenrecht,Bewegung,20.0
Landgrafschaft,Land,Grafschaft,20.0
Gebrauchsgrafik,Gebrauch,Grafik,20.0
Firmenzukauf,Firma,Zukauf,20.0
Geländestrecke,Gelände,Strecke,20.0
Handwerksleistung,Handwerk,Leistung,20.0
Konzertrepertoire,Konzert,Repertoire,20.0
Gebirgsland,Gebirge,Land,20.0
Vorwahlnummer,Vorwahl,Nummer,20.0
Organempfänger,Organ,Empfänger,20.0
Maßschuh,Maß,Schuh,20.0
Wiedereinrichtung,wieder,Einrichtung,20.0
Winkeladvokat,Winkel,Advokat,20.0
Landgewinnung,Land,Gewinnung,20.0
Neudruck,neu,Druck,20.0
Melodienfolge,Melodie,Folge,20.0
Kühlfach,kühl,Fach,20.0
Wechselfieber,Wechsel,Fieber,20.0
Neugerät,neu,Gerät,20.0
Organisationsplan,Organisation,Plan,20.0
Neudeutung,neu,Deutung,20.0
Geburtendefizit,Geburt,Defizit,20.0
Haschischkonsum,Haschisch,Konsum,20.0
Feldstudie,Feld,Studie,20.0
Verwaltungsverfahrensgesetz,Verwaltungsverfahren,Gesetz,20.0
Orgelbauwerkstatt,Orgelbau,Werkstatt,20.0
Feldsteinkirche,Feldstein,Kirche,20.0
Menschenrechtsliga,Menschenrecht,Liga,20.0
Grundvergütung,grund,Vergütung,20.0
Grundversion,grund,Version,20.0
Nibelungensage,Nibelungen,Sage,20.0
Landkrieg,Land,Krieg,20.0
Finanzbasis,Finanzen,Basis,20.0
Grundwahrheit,grund,Wahrheit,20.0
Fischvergiftung,Fisch,Vergiftung,20.0
Neueindeckung,neu,Eindeckung,20.0
Massenbasis,Masse,Basis,20.0
Orgelspieler,Orgel,Spieler,20.0
Feinschnitt,fein,Schnitt,20.0
Gebührenzähler,Gebühr,Zähler,20.0
Neugeburt,neu,Geburt,20.0
Hilfeersuchen,Hilfe,Ersuchen,20.0
Wassersportzentrum,Wassersport,Zentrum,20.0
Handwaschbecken,Hand,Waschbecken,20.0
Männername,Mann,Name,20.0
Orgelwettbewerb,Orgel,Wettbewerb,20.0
Nichtbesetzung,nicht,Besetzung,20.0
Ordnungspolizei,Ordnung,Polizei,20.0
Nichtbeteiligung,nicht,Beteiligung,20.0
Nichtbetroffene,nicht,Betroffene,20.0
Grundschulpädagogik,Grundschule,Pädagogik,20.0
Melkstand,melken,Stand,20.0
Firmengeschäft,Firma,Geschäft,20.0
Organisationsprinzip,Organisation,Prinzip,20.0
Grundschuljahr,Grundschule,Jahr,20.0
Grundwasservorkommen,Grundwasser,Vorkommen,20.0
Wiederaufbauarbeit,Wiederaufbau,Arbeit,20.0
Firmengeheimnis,Firma,Geheimnis,20.0
Grundwein,grund,Wein,20.0
Mangelverwaltung,Mangel,Verwaltung,20.0
Geburtenregelung,Geburt,Regelung,20.0
Grundwasserstrom,Grundwasser,Strom,20.0
Grundschulung,grund,Schulung,20.0
Massentest,Masse,Test,20.0
Grundwasserpegel,Grundwasser,Pegel,20.0
Landkriegsordnung,Landkrieg,Ordnung,20.0
Feinschmeckerlokal,Feinschmecker,Lokal,20.0
Gebirgsverein,Gebirge,Verein,20.0
Fischwasser,Fisch,Wasser,20.0
Maßwerk,Maß,Werk,20.0
Ländlerkapelle,Ländler,Kapelle,20.0
Hauptkamm,haupt,Kamm,20.0
Firmengrundstück,Firma,Grundstück,20.0
Feldtest,Feld,Test,20.0
Gerichtsreporter,Gericht,Reporter,20.0
Kooperationsfähigkeit,Kooperation,Fähigkeit,20.0
Nichtbefolgung,nicht,Befolgung,20.0
Geriatriezentrum,Geriatrie,Zentrum,20.0
Heerschau,Heer,Schau,20.0
Männerorden,Mann,Orden,20.0
Landkommune,Land,Kommune,20.0
Neuzuwanderer,neu,Zuwanderer,20.0
Weihnachtskerze,Weihnachten,Kerze,20.0
Gebührenperiode,Gebühr,Periode,20.0
Gebirgswelt,Gebirge,Welt,20.0
Meniskusriss,Meniskus,Riss,20.0
Firmenneugründung,Firma,Neugründung,20.0
Firmennetzwerk,Firma,Netzwerk,20.0
Kreislaufstillstand,Kreislauf,Stillstand,20.0
Geistwesen,Geist,Wesen,20.0
Wechselkurssystem,Wechselkurs,System,20.0
Gerichtsdrama,Gericht,Drama,20.0
Landestagung,Land,Tagung,20.0
Weltstandard,Welt,Standard,20.0
Neueinspielung,neu,Einspielung,20.0
Handwerkerleistung,Handwerker,Leistung,20.0
Verkehrsingenieur,Verkehr,Ingenieur,20.0
Fischtrawler,Fisch,Trawler,20.0
Grundsituation,grund,Situation,20.0
Gebührenkalkulation,Gebühr,Kalkulation,20.0
Vermittlertätigkeit,Vermittler,Tätigkeit,20.0
Konzertpause,Konzert,Tag,20.0
Landeswaldgesetz,Land,Waldgesetz,20.0
Neuvermessung,neu,Vermessung,20.0
Fischsoße,Fisch,Soße,20.0
Geländefahrt,Gelände,Fahrt,20.0
Neuveröffentlichung,neu,Veröffentlichung,20.0
Neugeborenenstation,Neugeborene,Station,20.0
Gebührenhöhe,Gebühr,Höhe,20.0
Konsumhaltung,Konsum,Haltung,20.0
Firmenpatriarch,Firma,Patriarch,20.0
Geländetauglichkeit,Gelände,Tauglichkeit,20.0
Gerichtsgebühr,Gericht,Gebühr,20.0
Mangobaum,Mango,Baum,20.0
Massendeportation,Masse,Deportation,20.0
Geizkragen,Geiz,Kragen,20.0
Gerichtswesen,Gericht,wesen,20.0
Vermeidungsstrategie,Vermeidung,Strategie,20.0
Kundenbeschwerde,Kunde,Beschwerde,20.0
Kundenbereich,Kunde,Bereich,20.0
Firmenkonto,Firma,Konto,20.0
Werbekaufmann,werben,Kaufmann,20.0
Hauptkomponente,haupt,Komponente,20.0
Gründungsvorstand,Gründung,Vorstand,20.0
Männerkopf,Mann,Kopf,20.0
Maßschneider,Maß,Schneider,20.0
Mengenbeschränkung,Menge,Beschränkung,20.0
Neuzusage,neu,Zusage,20.0
Konsumkritik,Konsum,Kritik,20.0
Gründüngung,Grün,Düngung,20.0
Kooperationsbörse,Kooperation,Börse,20.0
Mengenbegrenzung,Menge,Begrenzung,20.0
Feldhandball,Feld,Handball,20.0
Kühlerfigur,Kühler,Figur,20.0
Gründungswelle,Gründung,Welle,20.0
Wechselkursveränderung,Wechselkurs,Veränderung,20.0
Firmenkredit,Firma,Kredit,20.0
Gebührenregelung,Gebühr,Regelung,20.0
Mengenwachstum,Menge,Wachstum,20.0
Konzertmusik,Konzert,Musik,20.0
Männerherrschaft,Mann,Herrschaft,20.0
Kühlcontainer,kühlen,Container,20.0
Neuwagenverkauf,Neuwagen,Verkauf,20.0
Grundstückseinfahrt,Grundstück,Einfahrt,20.0
Landkreisordnung,Landkreis,Ordnung,20.0
Handwerkerfamilie,Handwerker,Familie,20.0
Grundseminar,grund,Seminar,20.0
Handwerkstradition,Handwerk,Tradition,20.0
Firmenmannschaft,Firma,Mannschaft,20.0
Kündigungsmöglichkeit,Kündigung,Möglichkeit,20.0
Masseneinwanderung,Masse,Einwanderung,20.0
Geldverleiher,Geld,Verleiher,20.0
Männerkleidung,Mann,Kleidung,20.0
Hauptkanal,haupt,Kanal,20.0
Gruppenübung,Gruppe,Übung,20.0
Mannschaftsdienstgrad,Mannschaft,Dienstgrad,20.0
Ordenshaus,Orden,Haus,20.0
Wiederverkaufswert,Wiederverkauf,Wert,20.0
Vermittlungstechnik,Vermittlung,Technik,20.0
Landesbeirat,Land,Beirat,20.0
Konzernrevision,Konzern,Revision,20.0
Kulissenschieber,Kulisse,Schieber,20.0
Finanzierungsbasis,Finanzierung,Basis,20.0
Gurkentruppe,Gurke,Truppe,20.0
Gedankenspielerei,Gedanke,Spielerei,20.0
Nordausgang,Norden,Ausgang,20.0
Grundstücksmauer,Grundstück,Mauer,20.0
Werbeidee,werben,Idee,20.0
Kulturtradition,Kultur,Tradition,20.0
Optionsrecht,Option,Recht,20.0
Gürteltasche,Gürtel,Tasche,20.0
Heimanwender,Heim,Anwender,20.0
Hautpartie,Haut,Partie,20.0
Verlegerfamilie,Verleger,Familie,20.0
Konzernschwester,Konzern,Schwester,20.0
Kulissenbau,Kulisse,Bau,20.0
Mandatsverlängerung,Mandat,Verlängerung,20.0
Hilfsstelle,Hilfe,Stelle,20.0
Grundplatte,Grund,Platte,20.0
Optoelektronik,opto,Elektronik,20.0
Menschenkörper,Mensch,Körper,20.0
Werbeerlös,werben,Erlös,20.0
Nominierungsversammlung,Nominierung,Versammlung,20.0
Finanzierungsgeschäft,Finanzierung,Geschäft,20.0
Widerstandslinie,Widerstand,Linie,20.0
Grundphilosophie,grund,Philosophie,20.0
Verkehrsmarkt,Verkehr,Markt,20.0
Gurkenscheibe,Gurke,Scheibe,20.0
Meinungskampf,Meinung,Kampf,20.0
Georgskirche,Georgs,Kirche,20.0
Gürteltier,Gürtel,Tier,20.0
Landesbauernverband,Land,Bauernverband,20.0
Hauptgegenstand,haupt,Gegenstand,20.0
Hartplastik,hart,Plastik,20.0
Massenquartier,Masse,Quartier,20.0
Hauptgedanke,haupt,Gedanke,20.0
Nordfriedhof,Norden,Friedhof,20.0
Kulturtheorie,Kultur,Theorie,20.0
Optionsanleihe,Option,Anleihe,20.0
Weltmeisterschaftskampf,Weltmeisterschaft,Kampf,20.0
Neuinstallation,neu,Installation,20.0
Geleitzug,Geleit,Zug,20.0
Gedankenstrich,Gedanke,Strich,20.0
Flachmoor,flach,Moor,20.0
Grundstücksmakler,Grundstück,Makler,20.0
Flachpass,flach,Pass,20.0
Mentalitätsgeschichte,Mentalität,Geschichte,20.0
Finanzhai,Finanzen,Hai,20.0
Gussasphalt,Guss,Asphalt,20.0
Nordflotte,Norden,Flotte,20.0
Kreditkartenbetrug,Kreditkarte,Betrug,20.0
Fensterband,Fenster,Band,20.0
Konzernpolitik,Konzern,Politik,20.0
Hauptkriegsverbrecher,haupt,Kriegsverbrecher,20.0
Konsumneigung,Konsum,Neigung,20.0
Fensterbauer,Fenster,Bauer,20.0
Nordeingang,Norden,Eingang,20.0
Originalfoto,Original,Foto,20.0
Nordfassade,Norden,Fassade,20.0
Fischfutter,Fisch,Futter,20.0
Kulturtourist,Kultur,Tourist,20.0
Gurtstraffer,Gurt,Straffer,20.0
Netznutzer,Netz,Nutzer,20.0
Nordflanke,Norden,Flanke,20.0
Geisterbeschwörung,Geist,Beschwörung,20.0
Kunstgruppe,Kunst,Gruppe,20.0
Nominierungskriterium,Nominierung,Kriterium,20.0
Geotechnik,geo,Technik,20.0
Netzseite,Netz,Seite,20.0
Finanzierungsprogramm,Finanzierung,Programm,20.0
Landesdarlehen,Land,Darlehen,20.0
Handlungsmaxime,Handlung,Maxime,20.0
Männerbein,Mann,Bein,20.0
Originaldrehbuch,Original,Drehbuch,20.0
Harndrang,Harn,Drang,20.0
Nobelort,nobel,Ort,20.0
Originalfarbe,original,Farbe,20.0
Massenspeicher,Masse,Speicher,20.0
Kulturverband,Kultur,Verband,20.0
Widerstandsorganisation,Widerstand,Organisation,20.0
Landesbüro,Land,Büro,20.0
Harninkontinenz,Harn,Inkontinenz,20.0
Finanzierungspaket,Finanzierung,Paket,20.0
Gepäckaufbewahrung,Gepäck,Aufbewahrung,20.0
Widerstandsrecht,Widerstand,Recht,20.0
Männerbekanntschaft,Mann,Bekanntschaft,20.0
Orangenhaut,Orange,Haut,20.0
Geldspeicher,Geld,Speicher,20.0
Meinungsspektrum,Meinung,Spektrum,20.0
Kuhmist,Kuh,Mist,20.0
Gummisohle,Gummi,Sohle,20.0
Orgelbank,Orgel,Bank,20.0
Mandatszahl,Mandat,Zahl,20.0
Geburtstagslied,Geburtstag,Lied,20.0
Menschheitsverbrechen,Menschheit,Verbrechen,20.0
Grundstücksspekulation,Grundstück,Spekulation,20.0
Gepäckband,Gepäck,Band,20.0
Netzwelt,Netz,Welt,20.0
Landesdenkmalpflege,Land,Denkmalpflege,20.0
Meinungsseite,Meinung,Seite,20.0
Kunstgeschehen,Kunst,Geschehen,20.0
Landesdelegiertenversammlung,Land,Delegiertenversammlung,20.0
Netztechnik,Netz,Technik,20.0
Netzleitstelle,Netz,Leitstelle,20.0
Gummizelle,Gummi,Zelle,20.0
Kunstgespräch,Kunst,Gespräch,20.0
Kuhweide,Kuh,Weide,20.0
Verleihungsurkunde,Verleihung,Urkunde,20.0
Verleihtitel,Verleih,Titel,20.0
Welttreffen,Welt,Treffen,20.0
Finanzierungsgrundlage,Finanzierung,Grundlage,20.0
Landesbezirksleiter,Landesbezirk,Leiter,20.0
Gepäckabfertigung,Gepäck,Abfertigung,20.0
Hauswirtschafter,Haus,Wirtschafter,20.0
Gurkenglas,Gurke,Glas,20.0
Orakelspruch,Orakel,Spruch,20.0
Harnsäure,Harn,Säure,20.0
Männeranteil,Mann,Anteil,20.0
Menschenkopf,Mensch,Kopf,20.0
Maschinenschaden,Maschine,Schaden,20.0
Hartriegel,hart,Riegel,20.0
Grundprodukt,grund,Produkt,20.0
Grundqualifikation,grund,Qualifikation,20.0
Welttorhüter,Welt,Torhüter,20.0
Netzstruktur,Netz,Struktur,20.0
Materiallieferung,Material,Lieferung,20.0
Gummizug,Gummi,Zug,20.0
Gelehrtenrepublik,Gelehrte,Republik,20.0
Mannschaftsturnier,Mannschaft,Turnier,20.0
Kunstgießerei,Kunst,Gießerei,20.0
Felszeichnung,Fels,Zeichnung,20.0
Nomadenleben,Nomade,Leben,20.0
Materialmangel,Material,Mangel,20.0
Vermittlungssystem,Vermittlung,System,20.0
Harnleiter,Harn,Leiter,20.0
Nomadenstamm,Nomade,Stamm,20.0
Finanzierungslösung,Finanzierung,Lösung,20.0
Nomadenzelt,Nomade,Zelt,20.0
Menschenknochen,Mensch,Knochen,20.0
Kunstgeschmack,Kunst,Geschmack,20.0
Flachglas,flach,Glas,20.0
Weihnachtsausgabe,Weihnachten,Ausgabe,20.0
Finanzgesetz,Finanzen,Gesetz,20.0
Geruchsstoff,Geruch,Stoff,20.0
Landschaftszerstörung,Landschaft,Zerstörung,20.0
Hilfswissenschaft,Hilfe,Wissenschaft,20.0
Güterbeförderung,Gut,Beförderung,20.0
Kreiskämmerer,Kreis,Kämmerer,20.0
Feldarbeiter,Feld,Arbeiter,20.0
Länderrisiko,Land,Risiko,20.0
Menüfolge,Menü,Folge,20.0
Weihnachtsmotiv,Weihnachten,Motiv,20.0
Güterfernverkehr,Gut,Fernverkehr,20.0
Feldbahn,Feld,Bahn,20.0
Gelderwerb,Geld,Erwerb,20.0
Videodatei,Video,Datei,20.0
Massenvermehrung,Masse,Vermehrung,20.0
Menüführung,Menü,Führung,20.0
Massenpsychose,Masse,Psychose,20.0
Vorschiff,vor,Schiff,20.0
Kooperationszentrum,Kooperation,Zentrum,20.0
Menschenmaterial,Mensch,Material,20.0
Meinungsäußerungsfreiheit,Meinungsäußerung,Freiheit,20.0
Mandatsgebiet,Mandat,Gebiet,20.0
Nordmeerflotte,Nordmeer,Flotte,20.0
Grundnorm,grund,Norm,20.0
Neujahrsabend,Neujahr,Abend,20.0
Hanfprodukt,Hanf,Produkt,20.0
Harnweg,Harn,Weg,20.0
Gedenkmedaille,gedenken,Medaille,20.0
Kultbild,Kult,Bild,20.0
Meinungsänderung,Meinung,Änderung,20.0
Verlaufsform,Verlauf,Form,20.0
Länderspieldebüt,Länderspiel,Debüt,20.0
Massenpresse,Masse,Presse,20.0
Gedenkplatte,gedenken,Platte,20.0
Materialtest,Material,Test,20.0
Härteausgleich,Härte,Ausgleich,20.0
Nordregion,Norden,Region,20.0
Feindberührung,Feind,Berührung,20.0
Hirnstamm,Hirn,Stamm,20.0
Maschinenhersteller,Maschine,Hersteller,20.0
Feinchemikalie,fein,Chemikalie,20.0
Länderkompetenz,Land,Kompetenz,20.0
Landgebiet,Land,Gebiet,20.0
Hauptfunktion,haupt,Funktion,20.0
Konzerngeschichte,Konzern,Geschichte,20.0
Härtefallklausel,Härtefall,Klausel,20.0
Managementvertrag,Management,Vertrag,20.0
Massenverkehrsmittel,Masse,Verkehrsmittel,20.0
Gütergemeinschaft,Gut,Gemeinschaft,20.0
Landschloss,Land,Schloss,20.0
Gedenkraum,gedenken,Raum,20.0
Kunstinstitution,Kunst,Institution,20.0
Organsystem,Organ,System,20.0
Gebietsschutz,Gebiet,Schutz,20.0
Ländername,Land,Name,20.0
Nordpazifik,Norden,Pazifik,20.0
Organverpflanzung,Organ,Verpflanzung,20.0
Finanzchaos,Finanzen,Chaos,20.0
Verlängerungsoption,Verlängerung,Option,20.0
Fensterschmuck,Fenster,Schmuck,20.0
Genusssucht,Genuss,Sucht,20.0
Nordpolarmeer,Norden,Polarmeer,20.0
Verlängerungskabel,Verlängerung,Kabel,20.0
Gebrauchtimmobilie,gebraucht,Immobilie,20.0
Mantelkragen,Mantel,Kragen,20.0
Länderspielreise,Länderspiel,Reise,20.0
Wechselbalg,Wechsel,Balg,20.0
Werbegrafik,werben,Grafik,20.0
Grundorientierung,grund,Orientierung,20.0
Grundorganisation,grund,Organisation,20.0
Heimalltag,Heim,Alltag,20.0
Netzknoten,Netz,Knoten,20.0
Gelenkerkrankung,Gelenk,Erkrankung,20.0
Feindesliebe,Feind,Liebe,20.0
Oppositionszeitung,Opposition,Zeitung,20.0
Gutachterkommission,Gutachter,Kommission,20.0
Originalhandschrift,Original,Handschrift,20.0
Netzkapazität,Netz,Kapazität,20.0
Konsumprodukt,Konsum,Produkt,20.0
Gutachterkosten,Gutachter,Kosten,20.0
Feldahorn,Feld,Ahorn,20.0
Maschinenlaufzeit,Maschine,Laufzeit,20.0
Kratzwunde,kratzen,Wunde,20.0
Netzkosten,Netz,Kosten,20.0
Massenpartei,Masse,Partei,20.0
Gutachterbüro,Gutachter,Büro,20.0
Netzkunst,Netz,Kunst,20.0
Finanzgeschichte,Finanzen,Geschichte,20.0
Geldabfluss,Geld,Abfluss,20.0
Hauptgebiet,haupt,Gebiet,20.0
Materialpreis,Material,Preis,20.0
Landesarchäologie,Land,Archäologie,20.0
Materialprobe,Material,Probe,20.0
Fischfreund,Fisch,Freund,20.0
Gelenkentzündung,Gelenk,Entzündung,20.0
Hefepilz,Hefe,Pilz,20.0
Optimalfall,optimal,Fall,20.0
Gussteil,Guss,Teil,20.0
Maschinenmensch,Maschine,Mensch,20.0
Finanzfirma,Finanzen,Firma,20.0
Optikermeister,Optiker,Meister,20.0
Kreisleiter,Kreis,Leiter,20.0
Nordfront,Norden,Front,20.0
Weihestätte,Weihe,Stätte,20.0
Härteklausel,Härte,Klausel,20.0
Länderwertung,Land,Wertung,20.0
Mandatsmacht,Mandat,Macht,20.0
Konsumsteuer,Konsum,Steuer,20.0
Gütegemeinschaft,Güte,Gemeinschaft,20.0
Manövrierfähigkeit,manövrieren,Fähigkeit,20.0
Konsumstimmung,Konsum,Stimmung,20.0
Finanzdistrikt,Finanzen,Distrikt,20.0
Güterabfertigung,Gut,Abfertigung,20.0
Materialspende,Material,Spende,20.0
Handlungsansatz,Handlung,Ansatz,20.0
Gedenkkreuz,gedenken,Kreuz,20.0
Gedenkkultur,gedenken,Kultur,20.0
Geruchsprobe,Geruch,Probe,20.0
Neujahrsbotschaft,Neujahr,Botschaft,20.0
Mentalitätsunterschied,Mentalität,Unterschied,20.0
Netzinfrastruktur,Netz,Infrastruktur,20.0
Weltmeistermannschaft,Weltmeister,Mannschaft,20.0
Weltumseglung,Welt,Umseglung,20.0
Handlungsbereitschaft,Handlung,Bereitschaft,20.0
Mandatsniederlegung,Mandat,Niederlegung,20.0
Meinungsfindung,Meinung,Findung,20.0
Webmaschine,weben,Maschine,20.0
Materialschaden,Material,Schaden,20.0
Meinungsdifferenz,Meinung,Differenz,20.0
Nordirlandkonflikt,Nordirland,Konflikt,20.0
Hirnstruktur,Hirn,Struktur,20.0
Norditaliener,Norden,Italiener,20.0
Fensterkreuz,Fenster,Kreuz,20.0
Gutachtertätigkeit,Gutachter,Tätigkeit,20.0
Oppositionslager,Opposition,Lager,20.0
Weltmission,Welt,Mission,20.0
Fensternische,Fenster,Nische,20.0
Neujahrsfeier,Neujahr,Feier,20.0
Hilfstätigkeit,Hilfe,Tätigkeit,20.0
Niveauunterschied,Niveau,Unterschied,20.0
Verwandtschaftsgrad,Verwandtschaft,Grad,20.0
Wasserwehr,Wasser,Wehr,20.0
Harfenspieler,Harfe,Spieler,20.0
Handlungsverlauf,Handlung,Verlauf,20.0
Flächenmanagement,Fläche,Management,20.0
Meisterliga,Meister,Liga,20.0
Landesgremium,Land,Gremium,20.0
Gelegenheitsdieb,Gelegenheit,Dieb,20.0
Hauptgürtel,haupt,Gürtel,20.0
Kunstfestival,Kunst,Festival,20.0
Nierenproblem,Niere,Problem,20.0
Felsklippe,Fels,Klippe,20.0
Handlungsträger,Handlung,Träger,20.0
Gebirgsfluss,Gebirge,Fluss,20.0
Finanzspekulation,Finanzen,Spekulation,20.0
Gebirgsdorf,Gebirge,Dorf,20.0
Landesgleichstellungsgesetz,Land,Gleichstellungsgesetz,20.0
Geldtransaktion,Geld,Transaktion,20.0
Konsumfreude,Konsum,Freude,20.0
Werbefenster,werben,Fenster,20.0
Gerätepark,Gerät,Park,20.0
Handlungsvollmacht,Handlung,Vollmacht,20.0
Nierenkolik,Niere,Kolik,20.0
Geisterschiff,Geist,Schiff,20.0
Landeshaushaltsordnung,Landeshaushalt,Ordnung,20.0
Nierenkrankheit,Niere,Krankheit,20.0
Guckkastenbühne,Guckkasten,Bühne,20.0
Vertriebspartnerschaft,Vertrieb,Partnerschaft,20.0
Weihnachtsmarktbesucher,Weihnachtsmarkt,Besucher,20.0
Nierenkrebs,Niere,Krebs,20.0
Kugelform,Kugel,Form,20.0
Landschaftsdarstellung,Landschaft,Darstellung,20.0
Weihnachtsbummel,Weihnachten,Bummel,20.0
Materialfluss,Material,Fluss,20.0
Gedächtnisfeier,Gedächtnis,Feier,20.0
Kreditkartengeschäft,Kreditkarte,Geschäft,20.0
Heimatarmee,Heimat,Armee,20.0
Maskenfest,Maske,Fest,20.0
Gedächtnisschwäche,Gedächtnis,Schwäche,20.0
Felsmasse,Fels,Masse,20.0
Konzertticket,Konzert,Ticket,20.0
Finanzrichter,Finanz,Richter,20.0
Felsmassiv,Fels,Massiv,20.0
Felsnadel,Fels,Nadel,20.0
Guerillataktik,Guerilla,Taktik,20.0
Handlungsstrategie,Handlung,Strategie,20.0
Orchesterlied,Orchester,Lied,20.0
Orchesterleitung,Orchester,Leitung,20.0
Mannschaftskreis,Mannschaft,Kreis,20.0
Gerstenkorn,Gerste,Korn,20.0
Hauszeitschrift,Haus,Zeitschrift,20.0
Niveauregulierung,Niveau,Regulierung,20.0
Meistergrad,Meister,Grad,20.0
Weihnachtsbuch,Weihnachten,Buch,20.0
Fischerhafen,Fischer,Hafen,20.0
Feldflasche,Feld,Flasche,20.0
Felsmalerei,Fels,Malerei,20.0
Vollstreckungsbescheid,Vollstreckung,Bescheid,20.0
Fischerfamilie,Fischer,Familie,20.0
Kunstflieger,Kunst,Flieger,20.0
Kunstflugstaffel,Kunstflug,Staffel,20.0
Felsküste,Fels,Küste,20.0
Weltmodell,Welt,Modell,20.0
Geldkreislauf,Geld,Kreislauf,20.0
Finanzschwierigkeit,Finanzen,Schwierigkeit,20.0
Landschaftselement,Landschaft,Element,20.0
Finanzsanktion,Finanzen,Sanktion,20.0
Landschaftsentwicklung,Landschaft,Entwicklung,20.0
Landschaftsform,Landschaft,Form,20.0
Finanzrisiko,Finanzen,Risiko,20.0
Kunstförderer,Kunst,Förderer,20.0
Menschenwesen,Mensch,Wesen,20.0
Kühltechnik,kühl,Technik,20.0
Felslandschaft,Fels,Landschaft,20.0
Flächengröße,Fläche,Größe,20.0
Flächenfraß,Fläche,Fraß,20.0
Materialeinsatz,Material,Einsatz,20.0
Landesjugendchor,Land,Jugendchor,20.0
Wasserfledermaus,Wasser,Fledermaus,20.0
Landrichter,Land,Richter,20.0
Mandeloperation,Mandel,Operation,20.0
Ordensburg,Orden,Burg,20.0
Neuausstattung,neu,Ausstattung,20.0
Vermittlungsauftrag,Vermittlung,Auftrag,20.0
Mannschaftsgold,Mannschaft,Gold,20.0
Fischereiwirtschaft,Fischerei,Wirtschaft,20.0
Gruppenwertung,Gruppe,Wertung,20.0
Verwaltungsvorgang,Verwaltung,Vorgang,20.0
Kultursoziologe,Kultur,Soziologe,20.0
Hefekuchen,Hefe,Kuchen,20.0
Gruppenwettbewerb,Gruppe,Wettbewerb,20.0
Gebrauchsmuster,Gebrauch,Muster,20.0
Landregen,Land,Regen,20.0
Niedrigstpreis,niedrigste,Preis,20.0
Kooperationsprogramm,Kooperation,Programm,20.0
Gerätetechnik,Gerät,Technik,20.0
Flächenanteil,Fläche,Anteil,20.0
Finanzwirt,Finanzen,Wirt,20.0
Neukombination,neu,Kombination,20.0
Landesjustizminister,Land,Justizminister,20.0
Geräteturner,Gerät,Turner,20.0
Felsgestein,Fels,Gestein,20.0
Hilfskomitee,Hilfe,Komitee,20.0
Landraub,Land,Raub,20.0
Menschenschutz,Mensch,Schutz,20.0
Werbemail,werben,Mail,20.0
Materialcollage,Material,Collage,20.0
Materialeigenschaft,Material,Eigenschaft,20.0
Werbemanager,werben,Manager,20.0
Landeversuch,landen,Versuch,20.0
Massagedüse,Massage,Düse,20.0
Massagebank,Massage,Bank,20.0
Vertuschungsversuch,Vertuschung,Versuch,20.0
Felshang,Fels,Hang,20.0
Gruppenzugehörigkeit,Gruppe,Zugehörigkeit,20.0
Finanzstandort,Finanzen,Standort,20.0
Heimatbegriff,Heimat,Begriff,20.0
