compound,modifier,head,frequency_class
Hubdach,Hub,Dach,
Hubgerüst,Hub,Gerüst,
Hubhöhe,Hub,Höhe,22.0
Hubkolbenmotor,Hub,Kolbenmotor,
Hublift,Hub,Lift,21.0
Hubraum,Hub,Raum,15.0
Hubraumgröße,Hubraum,Größe,22.0
Hubraumklasse,Hubraum,Klasse,20.0
Hubschrauberabsturz,Hubschrauber,Absturz,19.0
Hubschrauberbesatzung,Hubschrauber,Besatzung,20.0
Hubschraubereinsatz,Hubschrauber,Einsatz,19.0
Hubschrauberflug,Hubschrauber,Flug,18.0
Hubschrauberhersteller,Hubschrauber,Hersteller,21.0
Hubschrauberlandeplatz,Hubschrauber,Landeplatz,18.0
Hubschrauberpilot,Hubschrauber,Pilot,18.0
Hubschrauberstaffel,Hubschrauber,Staffel,20.0
Hubschrauberträger,Hubschrauber,Träger,21.0
Hubschraubertyp,Hubschrauber,Typ,22.0
Hubvolumen,Hub,Volumen,24.0
Hubwagen,Hub,Wagen,19.0
Hufbeschlag,Huf,Beschlag,21.0
Hufeisen,Huf,Eisen,17.0
Hufeisenform,Hufeisen,Form,21.0
Hufeisenklee,Hufeisen,Klee,
Hufeisenmagnet,Hufeisen,Magnet,
Hufeisennase,Hufeisen,Nase,
Hufendorf,Huf,Dorf,
Hufnagel,Huf,Nagel,18.0
Hufschlag,Huf,Schlag,20.0
Hufschmied,Huf,Schmied,18.0
Hufspur,Huf,Spur,
Huftier,Huf,Tier,19.0
Hugenottenfamilie,Hugenotte,Familie,22.0
Huldigungsgeschenk,Huldigung,Geschenk,
Humanbiologie,human,Biologie,21.0
Humangenetik,human,Genetik,18.0
Humangenetiker,human,Genetiker,19.0
Humangenomprojekt,human,Genomprojekt,20.0
Humaninsulin,human,Insulin,20.0
Humanistenkreis,Humanist,Kreis,
Humankapital,human,Kapital,18.0
Humanmedizin,human,Medizin,18.0
Humanmediziner,human,Mediziner,20.0
Humanressource,human,Ressource,
Humanvermögen,human,Vermögen,
Humanwissenschaft,human,Wissenschaft,20.0
Humanökologie,human,Ökologie,22.0
Humboldtstrom,Humboldt,Strom,23.0
Hummelart,Hummel,Art,
Hummelflug,Hummel,Flug,20.0
Hummelschwärmer,Hummel,Schwärmer,
Hummerkrabbe,Hummer,Krabbe,22.0
Hummersalat,Hummer,Salat,23.0
Hummersuppe,Hummer,Suppe,22.0
Humoralpathologie,humoral,Pathologie,24.0
Humorseite,Humor,Seite,
Humusauflage,Humus,Auflage,
Humusbildung,Humus,Bildung,22.0
Humusboden,Humus,Boden,22.0
Humuserde,Humus,Erde,23.0
Humusgehalt,Humus,Gehalt,22.0
Humusschicht,Humus,Schicht,20.0
Hundeart,Hund,Art,22.0
Hundeauge,Hund,Auge,21.0
Hundeausbildung,Hund,Ausbildung,
Hundeauslauffläche,Hund,Auslauffläche,
Hundeauslaufgebiet,Hund,Auslaufgebiet,21.0
Hundeauslaufzone,Hund,Auslaufzone,
Hundeausstellung,Hund,Ausstellung,20.0
Hundebaby,Hund,Baby,19.0
Hundebandwurm,Hund,Bandwurm,23.0
Hundebellen,Hund,Bellen,
Hundebesitzer,Hund,Besitzer,15.0
Hundebiss,Hund,Biss,19.0
Hundeblick,Hund,Blick,20.0
Hundedame,Hund,Dame,19.0
Hundedecke,Hund,Decke,22.0
Hundediabetes,Hund,Diabetes,
Hundedreck,Hund,Dreck,20.0
Hundeerziehung,Hund,Erziehung,20.0
Hundefleisch,Hund,Fleisch,20.0
Hundefreund,Hund,Freund,16.0
Hundefriedhof,Hund,Friedhof,22.0
Hundefriseur,Hund,Friseur,22.0
Hundefutter,Hund,Futter,18.0
Hundefänger,Hund,Fänger,20.0
Hundeführer,Hund,Führer,16.0
Hundeführerschein,Hund,Führerschein,19.0
Hundegebell,Hund,Gebell,19.0
Hundegeschichte,Hund,Geschichte,22.0
Hundegesetz,Hund,Gesetz,19.0
Hundehaar,Hund,Haar,20.0
Hundehalsband,Hund,Halsband,20.0
Hundehalter,Hund,Halter,15.0
Hundehaltung,Hund,Haltung,18.0
Hundehaufen,Hund,Haufen,18.0
Hundehimmel,Hund,Himmel,22.0
Hundehütte,Hund,Hütte,19.0
Hundejahr,Hund,Jahr,20.0
Hundekacke,Hund,Kacke,22.0
Hundekampf,Hund,Kampf,20.0
Hundeklo,Hund,Klo,19.0
Hundeknochen,Hund,Knochen,22.0
Hundekopf,Hund,Kopf,21.0
Hundekot,Hund,Kot,16.0
Hundekuchen,Hund,Kuchen,20.0
Hundeleben,Hund,Leben,18.0
Hundeleine,Hund,Leine,19.0
Hundeliebe,Hund,Liebe,21.0
Hundeliebhaber,Hund,Liebhaber,19.0
Hundemarke,Hund,Marke,19.0
Hundemeute,Hund,Meute,20.0
Hundename,Hund,Name,22.0
Hundenapf,Hund,Napf,22.0
Hundenase,Hund,Nase,21.0
Hundeohr,Hund,Ohr,22.0
Hundepension,Hund,Pension,20.0
Hundeplatz,Hund,Platz,18.0
Hundepsychologe,Hund,Psychologe,
Hunderasse,Hund,Rasse,
Hunderennen,Hund,Rennen,19.0
Hundertstelsekunde,Hundertstel,Sekunde,16.0
Hunderttausend,hundert,Tausend,
Hundesalon,Hund,Salon,20.0
Hundeschau,Hund,Schau,20.0
Hundescheiße,Hund,Scheiße,
Hundeschlitten,Hund,Schlitten,19.0
Hundeschlittenrennen,Hundeschlitten,Rennen,21.0
Hundeschnauze,Hund,Schnauze,21.0
Hundeschule,Hund,Schule,17.0
Hundeshampoo,Hund,Shampoo,
Hundesohn,Hund,Sohn,21.0
Hundesport,Hund,Sport,17.0
Hundesportverein,Hundesport,Verein,17.0
Hundestaffel,Hund,Staffel,17.0
Hundesteuer,Hund,Steuer,16.0
Hundestrand,Hund,Strand,
Hundetoilette,Hund,Toilette,19.0
Hundetrainer,Hund,Trainer,
Hundeverbot,Hund,Verbot,20.0
Hundeverein,Hund,Verein,19.0
Hundeverordnung,Hund,Verordnung,19.0
Hundewelpe,Hund,Welpe,19.0
Hundewetter,Hund,Wetter,21.0
Hundezucht,Hund,Zucht,20.0
Hundezwinger,Hund,Zwinger,20.0
Hundezüchter,Hund,Züchter,20.0
Hundsfisch,Hund,Fisch,
Hundskamille,Hund,Kamille,23.0
Hundsrobbe,Hund,Robbe,
Hundsrose,Hund,Rose,
Hundsstraußgras,Hund,Straußgras,
Hundsveilchen,Hund,Veilchen,
Hundszahn,Hund,Zahn,
Hundszunge,Hund,Zunge,25.0
Hungerast,Hunger,Ast,
Hungergefühl,Hunger,Gefühl,19.0
Hungerhilfe,Hunger,Hilfe,20.0
Hungerjahr,Hunger,Jahr,20.0
Hungerkatastrophe,Hunger,Katastrophe,18.0
Hungerkrise,Hunger,Krise,20.0
Hungerkur,Hunger,Kur,20.0
Hungerkünstler,Hunger,Künstler,19.0
Hungerlohn,Hunger,Lohn,17.0
Hungerperiode,Hunger,Periode,22.0
Hungerphase,Hunger,Phase,
Hungerproblem,Hunger,Problem,21.0
Hungerrevolte,Hunger,Revolte,20.0
Hungersnot,Hunger,Not,15.0
Hungerstreik,Hunger,Streik,15.0
Hungertod,Hunger,Tod,
Hungertote,Hunger,Tote,
Hungertuch,Hunger,Tuch,18.0
Hungerturm,Hunger,Turm,22.0
Hungerwinter,Hunger,Winter,20.0
Hungerzeit,Hunger,Zeit,21.0
Hungerzustand,Hunger,Zustand,23.0
Hunnenkönig,Hunne,König,21.0
Hunnenreich,Hunne,Reich,
Hupkonzert,hupen,Konzert,18.0
Hurenhaus,Hure,Haus,
Hurenkind,Hure,Kind,
Hurensohn,Hure,Sohn,
Hurrapatriotismus,hurra,Patriotismus,22.0
Hurrikansaison,Hurrikan,Saison,
Hurrikanstärke,Hurrikan,Stärke,
Husarenaffe,Husar,Affe,
Husarenregiment,Husar,Regiment,21.0
Husarenreiter,Husar,Reiter,
Husarenritt,Husar,Ritt,19.0
Husarenstreich,Husar,Streich,19.0
Hussitenkrieg,Hussit,Krieg,
Hustenanfall,Husten,Anfall,19.0
Hustenbonbon,Husten,Bonbon,20.0
Hustenmittel,Husten,Mittel,20.0
Hustenreiz,Husten,Reiz,19.0
Hustensaft,Husten,Saft,19.0
Hustentee,Husten,Tee,22.0
Hutablage,Hut,Ablage,19.0
Hutfabrik,Hut,Fabrik,20.0
Hutform,Hut,Form,23.0
Hutkrempe,Hut,Krempe,21.0
Hutladen,Hut,Laden,
Hutmacher,Hut,Macher,19.0
Hutmode,Hut,Mode,21.0
Hutmodell,Hut,Modell,23.0
Hutoberfläche,Hut,Oberfläche,
Hutpilz,Hut,Pilz,
Hutrand,Hut,Rand,23.0
Hutschachtel,Hut,Schachtel,20.0
Hutschnur,Hut,Schnur,20.0
Hutträger,Hut,Träger,21.0
Hybridantrieb,Hybrid,Antrieb,18.0
Hybridauto,Hybrid,Auto,19.0
Hybridfahrzeug,Hybrid,Fahrzeug,19.0
Hybridform,hybrid,Form,
Hybridsorte,hybrid,Sorte,22.0
Hydrathülle,Hydrat,Hülle,
Hydratwasser,Hydrat,Wasser,
Hydraulikanlage,Hydraulik,Anlage,
Hydraulikbagger,Hydraulik,Bagger,
Hydraulikbremse,Hydraulik,Bremse,22.0
Hydraulikeinrichtung,Hydraulik,Einrichtung,
Hydraulikflüssigkeit,Hydraulik,Flüssigkeit,21.0
Hydraulikleitung,Hydraulik,Leitung,
Hydraulikmechanik,Hydraulik,Mechanik,
Hydraulikmotor,Hydraulik,Motor,
Hydraulikpumpe,Hydraulik,Pumpe,21.0
Hydrauliksystem,Hydraulik,System,
Hydraulikzylinder,Hydraulik,Zylinder,21.0
Hydrauliköl,Hydraulik,Öl,19.0
Hydrierwerk,hydrieren,Werk,23.0
Hydrobiologie,hydro,Biologie,22.0
Hydrodynamik,hydro,Dynamik,22.0
Hydrogenkarbonat,Hydrogen,Karbonat,24.0
Hydrogeologie,hydro,Geologie,22.0
Hydrokultur,hydro,Kultur,20.0
Hydromechanik,hydro,Mechanik,24.0
Hydrosphäre,hydro,Sphäre,23.0
Hydrotherapie,hydro,Therapie,21.0
Hydroxid,hydro,Oxid,22.0
Hydroxidion,Hydroxid,Ion,
Hygieneanforderung,Hygiene,Anforderung,22.0
Hygieneartikel,Hygiene,Artikel,17.0
Hygienebestimmung,Hygiene,Bestimmung,21.0
Hygienefachkraft,Hygiene,Fachkraft,22.0
Hygieneinstitut,Hygiene,Institut,20.0
Hygienemangel,Hygiene,Mangel,20.0
Hygienemaßnahme,Hygiene,Maßnahme,19.0
Hygienepapier,Hygiene,Papier,20.0
Hygieneproblem,Hygiene,Problem,21.0
Hygieneprodukt,Hygiene,Produkt,21.0
Hygieneregel,Hygiene,Regel,21.0
Hygienestandard,Hygiene,Standard,19.0
Hygieneverordnung,Hygiene,Verordnung,20.0
Hygienevorschrift,Hygiene,Vorschrift,18.0
Hyperaktivität,hyper,Aktivität,17.0
Hyperbelfunktion,Hyperbel,Funktion,
Hyperinflation,hyper,Inflation,18.0
Hyperrealismus,hyper,Realismus,21.0
Hyperschall,hyper,Schall,23.0
Hypertextdokument,Hypertext,Dokument,
Hypertextsystem,Hypertext,System,
Hypothekenbank,Hypothek,Bank,16.0
Hypothekendarlehen,Hypothek,Darlehen,18.0
Hypothekenkredit,Hypothek,Kredit,18.0
Hypothekenpfandbrief,Hypothek,Pfandbrief,22.0
Hypothekenzins,Hypothek,Zins,18.0
Hypothesenbildung,Hypothese,Bildung,
Hypozentrum,hypo,Zentrum,23.0
Häckselmaschine,häckseln,Maschine,21.0
Häftlingsbaracke,Häftling,Baracke,22.0
Häftlingskleidung,Häftling,Kleidung,20.0
Häftlingslager,Häftling,Lager,22.0
Häftlingsnummer,Häftling,Nummer,20.0
Hähnchenbrust,Hähnchen,Brust,20.0
Hähnchenfilet,Hähnchen,Filet,22.0
Hähnchenfleisch,Hähnchen,Fleisch,20.0
Hähnchengrill,Hähnchen,Grill,
Hähnchenkeule,Hähnchen,Keule,21.0
Hähnchenschenkel,Hähnchen,Schenkel,20.0
Häkelarbeit,häkeln,Arbeit,20.0
Häkelnadel,häkeln,Nadel,21.0
Hämoglobinwert,Hämoglobin,Wert,19.0
Händchenhalten,Händchen,Halten,19.0
Händedesinfektion,Hand,Desinfektion,
Händedruck,Hand,Druck,16.0
Händeklatschen,Hand,Klatschen,20.0
Händeschütteln,Hand,Schütteln,17.0
Händetrockner,Hand,Trockner,22.0
Händewaschen,Hand,Waschen,18.0
Händlernetz,Händler,Netz,18.0
Händlerpreis,Händler,Preis,
Händlerring,Händler,Ring,20.0
Hängebacke,hängen,Backe,
Hängebahn,hängen,Bahn,22.0
Hängebauch,hängen,Bauch,22.0
Hängebauchschwein,Hängebauch,Schwein,19.0
Hängebirke,hängen,Birke,24.0
Hängeboden,hängen,Boden,23.0
Hängebrücke,hängen,Brücke,17.0
Hängebusen,hängen,Busen,23.0
Hängedecke,hängen,Decke,
Hängegleiter,hängen,Gleiter,19.0
Hängelampe,hängen,Lampe,21.0
Hängematte,hängen,Matte,17.0
Hängeohr,hängen,Ohr,22.0
Hängeordner,hängen,Ordner,22.0
Hängepartie,hängen,Partie,17.0
Hängeregal,hängen,Regal,
Hängeregister,hängen,Register,24.0
Hängeregistratur,hängen,Registratur,
Hängeschrank,hängen,Schrank,21.0
Härteausgleich,Härte,Ausgleich,20.0
Härtefall,Härte,Fall,15.0
Härtefallklausel,Härtefall,Klausel,20.0
Härtefallkommission,Härtefall,Kommission,18.0
Härtefallregelung,Härtefall,Regelung,18.0
Härtefonds,Härte,Fonds,20.0
Härtegrad,Härte,Grad,19.0
Härteklausel,Härte,Klausel,20.0
Härteprüfung,Härte,Prüfung,21.0
Härteskala,Härte,Skala,24.0
Härtetest,Härte,Test,16.0
Hätschelkind,hätscheln,Kind,20.0
Häufigkeitsanalyse,Häufigkeit,Analyse,
Häufigkeitsklasse,Häufigkeit,Klasse,
Häufigkeitsquote,Häufigkeit,Quote,
Häufigkeitsrate,Häufigkeit,Rate,
Häufigkeitsverteilung,Häufigkeit,Verteilung,22.0
Häufigkeitszahl,Häufigkeit,Zahl,20.0
Häufungspunkt,Häufung,Punkt,
Häuptlingsfamilie,Häuptling,Familie,
Häuptlingssohn,Häuptling,Sohn,22.0
Häuptlingstochter,Häuptling,Tochter,21.0
Häuseransammlung,Haus,Ansammlung,23.0
Häuserblock,Haus,Block,17.0
Häuserfront,Haus,Front,18.0
Häusergruppe,Haus,Gruppe,20.0
Häuserkampf,Haus,Kampf,18.0
Häuserkomplex,Haus,Komplex,21.0
Häusermarkt,Haus,Markt,19.0
Häusermeer,Haus,Meer,19.0
Häuserreihe,Haus,Reihe,19.0
Häuserschlucht,Haus,Schlucht,19.0
Häuserviertel,Haus,Viertel,
Häuserzeile,Haus,Zeile,17.0
Höchstalter,höchste,Alter,19.0
Höchstaltersgrenze,Höchstalter,Grenze,23.0
Höchstbeitrag,höchste,Beitrag,19.0
Höchstbelastung,höchste,Belastung,20.0
Höchstbetrag,höchste,Betrag,17.0
Höchstdauer,höchste,Dauer,19.0
Höchstdosis,höchste,Dosis,22.0
Höchsteinsatz,höchste,Einsatz,21.0
Höchstertrag,höchste,Ertrag,22.0
Höchstfall,höchste,Fall,19.0
Höchstform,höchste,Form,17.0
Höchstgebot,höchste,Gebot,18.0
Höchstgericht,höchste,Gericht,16.0
Höchstgeschwindigkeit,höchste,Geschwindigkeit,14.0
Höchstgewicht,höchste,Gewicht,20.0
Höchstgewinn,höchste,Gewinn,20.0
Höchstgrenze,höchste,Grenze,16.0
Höchstleistung,höchste,Leistung,15.0
Höchstleistungsrechner,Höchstleistung,Rechner,
Höchstmarke,höchste,Marke,18.0
Höchstmaß,höchste,Maß,16.0
Höchstmenge,höchste,Menge,18.0
Höchstmengenbeschränkung,Höchstmenge,Beschränkung,
Höchstniveau,höchste,Niveau,21.0
Höchstnote,höchste,Note,18.0
Höchstparkdauer,höchste,Parkdauer,20.0
Höchstpreis,höchste,Preis,17.0
Höchstpunktzahl,höchste,Punktzahl,19.0
Höchstquote,höchste,Quote,21.0
Höchstsatz,höchste,Satz,17.0
Höchstschwierigkeit,höchste,Schwierigkeit,19.0
Höchstspannung,höchste,Spannung,22.0
Höchstspannungsleitung,Höchstspannung,Leitung,
Höchstspannungsnetz,Höchstspannung,Netz,20.0
Höchststand,höchste,Stand,15.0
Höchststeuersatz,höchste,Steuersatz,19.0
Höchststrafe,höchste,Strafe,15.0
Höchststufe,höchste,Stufe,21.0
Höchstsumme,höchste,Summe,19.0
Höchsttemperatur,höchste,Temperatur,16.0
Höchsttempo,höchste,Tempo,18.0
Höchstwert,höchste,Wert,15.0
Höchstwertung,höchste,Wertung,20.0
Höchstzahl,höchste,Zahl,18.0
Höchstzahlverfahren,Höchstzahl,Verfahren,22.0
Höckergans,Höcker,Gans,23.0
Höckerschildkröte,Höcker,Schildkröte,
Höckerschwan,Höcker,Schwan,19.0
Höfeordnung,Hof,Ordnung,
Höflichkeitsbesuch,Höflichkeit,Besuch,20.0
Höflichkeitsfloskel,Höflichkeit,Floskel,20.0
Höflichkeitsform,Höflichkeit,Form,
Höflichkeitsregel,Höflichkeit,Regel,22.0
Höflichkeitstitel,Höflichkeit,Titel,
Höhenangabe,Höhe,Angabe,20.0
Höhenangst,Höhe,Angst,18.0
Höhenbegrenzung,Höhe,Begrenzung,21.0
Höhenbestimmung,Höhe,Bestimmung,
Höhenburg,Höhe,Burg,21.0
Höhendifferenz,Höhe,Differenz,17.0
Höhenenergie,Höhe,Energie,
Höhenfehler,Höhe,Fehler,
Höhenfeuerwerk,Höhe,Feuerwerk,17.0
Höhenflug,Höhe,Flug,14.0
Höhenflugzeug,Höhe,Flugzeug,23.0
Höhenforschungsrakete,Höhe,Forschungsrakete,
Höhengewinn,Höhe,Gewinn,
Höhenklima,Höhe,Klima,22.0
Höhenkrankheit,Höhe,Krankheit,20.0
Höhenkurort,Höhe,Kurort,23.0
Höhenlage,Höhe,Lage,16.0
Höhenleitwerk,Höhe,Leitwerk,21.0
Höhenlinie,Höhe,Linie,21.0
Höhenluft,Höhe,Luft,17.0
Höhenluftkurort,Höhenluft,Kurort,23.0
Höhenmesser,Höhe,Messer,19.0
Höhenmessung,Höhe,Messung,21.0
Höhenmeter,Höhe,Meter,15.0
Höhenmodell,Höhe,Modell,
Höhenniveau,Höhe,Niveau,
Höhenprofil,Höhe,Profil,19.0
Höhenrakete,Höhe,Rakete,
Höhenrekord,Höhe,Rekord,21.0
Höhenretter,Höhe,Retter,
Höhenruder,Höhe,Ruder,20.0
Höhenrücken,Höhe,Rücken,19.0
Höhenschnittpunkt,Höhe,Schnittpunkt,
Höhensiedlung,Höhe,Siedlung,
Höhensonne,Höhe,Sonne,20.0
Höhenstrahlung,Höhe,Strahlung,21.0
Höhenströmung,Höhe,Strömung,21.0
Höhenstufe,Höhe,Stufe,
Höhentraining,Höhe,Training,18.0
Höhentrainingslager,Höhe,Trainingslager,18.0
Höhenunterschied,Höhe,Unterschied,16.0
Höhenverlust,Höhe,Verlust,
Höhenverstellung,Höhe,Verstellung,21.0
Höhenwachstum,Höhe,Wachstum,
Höhenwanderung,Höhe,Wanderung,20.0
Höhenwanderweg,Höhe,Wanderweg,
Höhenweg,Höhe,Weg,17.0
Höhenweltrekord,Höhe,Weltrekord,
Höhenwinkel,Höhe,Winkel,23.0
Höhenzug,Höhe,Zug,17.0
Höhepunkt,Höhe,Punkt,10.0
Höherbewertung,höher,Bewertung,19.0
Höherentwicklung,höher,Entwicklung,21.0
Höherqualifizierung,höher,Qualifizierung,20.0
Höhlenausgang,Höhle,Ausgang,22.0
Höhlenbau,Höhle,Bau,
Höhlenbewohner,Höhle,Bewohner,20.0
Höhlenboden,Höhle,Boden,
Höhlenbrüter,Höhle,Brüter,20.0
Höhlenbär,Höhle,Bär,19.0
Höhleneingang,Höhle,Eingang,20.0
Höhlenforscher,Höhle,Forscher,18.0
Höhlenforschung,Höhle,Forschung,21.0
Höhlenführer,Höhle,Führer,
Höhlengang,Höhle,Gang,
Höhlengleichnis,Höhle,Gleichnis,20.0
Höhlenkirche,Höhle,Kirche,22.0
Höhlenkloster,Höhle,Kloster,22.0
Höhlenkomplex,Höhle,Komplex,
Höhlenkunde,Höhle,Kunde,22.0
Höhlenkäse,Höhle,Käse,
Höhlenlabyrinth,Höhle,Labyrinth,
Höhlenlöwe,Höhle,Löwe,22.0
Höhlenmalerei,Höhle,Malerei,18.0
Höhlenmensch,Höhle,Mensch,19.0
Höhlensystem,Höhle,System,19.0
Höhlentaucher,Höhle,Taucher,
Höhlentempel,Höhle,Tempel,23.0
Höhlenwand,Höhle,Wand,21.0
Höhlenwelt,Höhle,Welt,22.0
Höhlenwohnung,Höhle,Wohnung,21.0
Höhlenzeichnung,Höhle,Zeichnung,21.0
Höllenangst,Hölle,Angst,19.0
Höllenbrut,Hölle,Brut,23.0
Höllenfeuer,Hölle,Feuer,19.0
Höllenfürst,Hölle,Fürst,21.0
Höllenhund,Hölle,Hund,20.0
Höllenlärm,höllen,Lärm,18.0
Höllenmaschine,Hölle,Maschine,19.0
Höllenqual,Hölle,Qual,19.0
Höllenspaß,Hölle,Spaß,23.0
Höllenstrafe,Hölle,Strafe,21.0
Höllentrip,Hölle,Trip,20.0
Hörbahn,hören,Bahn,
Hörbehinderung,hören,Behinderung,20.0
Hörbeispiel,hören,Beispiel,19.0
Hörbereich,hören,Bereich,22.0
Hörbild,hören,Bild,19.0
Hörbuch,hören,Buch,16.0
Hörbuchpreis,Hörbuch,Preis,
Hörbuchproduktion,Hörbuch,Produktion,
Hörbuchverlag,Hörbuch,Verlag,
Höreindruck,hören,Eindruck,20.0
Hörempfehlung,hören,Empfehlung,
Hörensagen,Hören,Sagen,17.0
Hörereignis,hören,Ereignis,22.0
Hörerfahrung,hören,Erfahrung,21.0
Hörerkreis,Hörer,Kreis,21.0
Hörerlebnis,hören,Erlebnis,17.0
Hörertelefon,Hörer,Telefon,23.0
Hörerwunsch,Hörer,Wunsch,21.0
Hörerzahl,Hörer,Zahl,19.0
Hörfehler,hören,Fehler,20.0
Hörfilm,hören,Film,20.0
Hörfolge,hören,Folge,23.0
Hörfunk,hören,Funk,15.0
Hörfunkbeitrag,Hörfunk,Beitrag,21.0
Hörfunkdirektor,Hörfunk,Direktor,19.0
Hörfunkmoderator,Hörfunk,Moderator,22.0
Hörfunkprogramm,Hörfunk,Programm,18.0
Hörfunksender,Hörfunk,Sender,18.0
Hörfunksendung,Hörfunk,Sendung,20.0
Hörfunkwelle,Hörfunk,Welle,21.0
Hörfunkwerbung,Hörfunk,Werbung,22.0
Hörfähigkeit,hören,Fähigkeit,20.0
Hörgenuss,hören,Genuss,17.0
Hörgerät,hören,Gerät,16.0
Hörgeräteakustiker,Hörgerät,Akustiker,20.0
Hörgeräteakustikerhandwerk,Hörgeräteakustiker,Handwerk,
Hörgerätereparatur,Hörgerät,Reparatur,
Hörgewohnheit,hören,Gewohnheit,18.0
Hörgrenze,hören,Grenze,22.0
Hörhilfe,hören,Hilfe,19.0
Hörmuschel,hören,Muschel,21.0
Hörnerv,hören,Nerv,20.0
Hörorgan,hören,Organ,21.0
Hörprobe,hören,Probe,19.0
Hörqualität,hören,Qualität,23.0
Hörrohr,hören,Rohr,20.0
Hörsaal,hören,Saal,14.0
Hörsaalgebäude,Hörsaal,Gebäude,20.0
Hörschaden,hören,Schaden,18.0
Hörschnecke,hören,Schnecke,
Hörschwelle,hören,Schwelle,21.0
Hörschädigung,hören,Schädigung,20.0
Hörspiel,hören,Spiel,14.0
Hörspielabteilung,Hörspiel,Abteilung,21.0
Hörspielautor,Hörspiel,Autor,20.0
Hörspielbearbeitung,Hörspiel,Bearbeitung,22.0
Hörspielfassung,Hörspiel,Fassung,20.0
Hörspielkassette,Hörspiel,Kassette,20.0
Hörspielmacher,Hörspiel,Macher,22.0
Hörspielmusik,Hörspiel,Musik,
Hörspielpreis,Hörspiel,Preis,19.0
Hörspielproduktion,Hörspiel,Produktion,21.0
Hörspielproduzent,Hörspiel,Produzent,
Hörspielregisseur,Hörspiel,Regisseur,
Hörspielreihe,Hörspiel,Reihe,21.0
Hörspielserie,Hörspiel,Serie,21.0
Hörspielsprecher,Hörspiel,Sprecher,
Hörsturz,hören,Sturz,18.0
Hörstörung,hören,Störung,19.0
Hörstück,hören,Stück,19.0
Hörsystem,hören,System,
Hörtest,hören,Test,19.0
Hörtraining,hören,Training,
Hörvergnügen,hören,Vergnügen,19.0
Hörverhalten,hören,Verhalten,22.0
Hörverlust,hören,Verlust,20.0
Hörvermögen,hören,Vermögen,19.0
Hörverständnis,hören,Verständnis,
Hörweite,hören,Weite,19.0
Hörzelle,hören,Zelle,22.0
Höschenwindel,Höschen,Windel,21.0
Hüftbein,Hüfte,Bein,
Hüftbereich,Hüfte,Bereich,20.0
Hüftbewegung,Hüfte,Bewegung,21.0
Hüftfett,Hüfte,Fett,
Hüftgelenk,Hüfte,Gelenk,17.0
Hüftgelenkspfanne,Hüftgelenk,Pfanne,
Hüftgold,Hüfte,Gold,
Hüftgurt,Hüfte,Gurt,
Hüftgürtel,Hüfte,Gürtel,22.0
Hüfthalter,Hüfte,Halter,23.0
Hüfthose,Hüfte,Hose,21.0
Hüfthöhe,Hüfte,Höhe,21.0
Hüftjeans,Hüfte,Jeans,
Hüftknochen,Hüfte,Knochen,20.0
Hüftleiden,Hüfte,Leiden,20.0
Hüftnerv,Hüfte,Nerv,
Hüftoperation,Hüfte,Operation,18.0
Hüftpfanne,Hüfte,Pfanne,22.0
Hüftproblem,Hüfte,Problem,19.0
Hüftprothese,Hüfte,Prothese,20.0
Hüftschmerz,Hüfte,Schmerz,22.0
Hüftschwung,Hüfte,Schwung,18.0
Hüftspeck,Hüfte,Speck,21.0
Hüfttuch,Hüfte,Tuch,22.0
Hüftumfang,Hüfte,Umfang,22.0
Hüftverletzung,Hüfte,Verletzung,19.0
Hüftwurf,Hüfte,Wurf,21.0
Hügelbeet,Hügel,Beet,22.0
Hügelerdbeere,Hügel,Erdbeere,
Hügelgrab,Hügel,Grab,19.0
Hügelgräberfeld,Hügel,Gräberfeld,
Hügelgräberkultur,Hügelgrab,Kultur,
Hügelkamm,Hügel,Kamm,22.0
Hügelkette,Hügel,Kette,19.0
Hügelklee,Hügel,Klee,
Hügelkuppe,Hügel,Kuppe,20.0
Hügelland,Hügel,Land,17.0
Hügellandschaft,Hügel,Landschaft,17.0
Hügelmeister,Hügel,Meister,
Hügelrücken,Hügel,Rücken,22.0
Hügelspitze,Hügel,Spitze,
Hügelveilchen,Hügel,Veilchen,
Hügelzug,Hügel,Zug,20.0
Hühnchencurry,Hühnchen,Curry,
Hühnerauge,Huhn,Auge,20.0
Hühnerbein,Huhn,Bein,
Hühnerbrust,Huhn,Brust,20.0
Hühnerbrühe,Huhn,Brühe,20.0
Hühnerdieb,Huhn,Dieb,21.0
Hühnerei,Huhn,Ei,18.0
Hühnereiweiß,Huhn,Eiweiß,22.0
Hühnerfarm,Huhn,Farm,18.0
Hühnerfilet,Huhn,Filet,
Hühnerfleisch,Huhn,Fleisch,19.0
Hühnerfloh,Huhn,Floh,
Hühnerfrikassee,Huhn,Frikassee,22.0
Hühnerfutter,Huhn,Futter,20.0
Hühnerhabicht,Huhn,Habicht,23.0
Hühnerhalter,Huhn,Halter,
Hühnerhaltung,Huhn,Haltung,20.0
Hühnerhaufen,Huhn,Haufen,19.0
Hühnerhirse,Huhn,Hirse,
Hühnerhof,Huhn,Hof,19.0
Hühnerkacke,Huhn,Kacke,23.0
Hühnerkeule,Huhn,Keule,21.0
Hühnerknochen,Huhn,Knochen,22.0
Hühnerleber,Huhn,Leber,22.0
Hühnerleiter,Huhn,Leiter,21.0
Hühnernest,Huhn,Nest,
Hühnerrasse,Huhn,Rasse,
